subjName	sessionNR	IOD	trialN	textureType	texnum	visualAngle	simulatedDepth	light_intensity	time	displayDistance	isRotated	frameN	timTote	startTime	touchTime	endTime	fingersOccluded	distanceToHome	distanceToObject	indexXraw	indexYraw	indexZraw	thumbXraw	thumbYraw	thumbZraw	targetX	targetY	targetZ	failCause	gripAperture	gripApertureVel	distFromObjVel	gripOriginX	gripOriginY	gripOriginZ	distFromObjX	distFromObjY	distFromObjZ	y_dist_thm	z_dist_thm	z_dist_ind	handOnObj	handnearObj	handfarObj	handTouchObj	framesOccluded
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	946.470573	-420.000000	0.000000	30.000000	994.015644	0.000000	0.000000	0.000000	0	1.036084	433.711788	224.247992	-356.020847	-254.012760	225.637957	-357.730077	-246.109152	46.430954	0.000000	-420.000000	0	8.204906	0.073681	0.040388	224.942975	-356.875462	-250.060956	178.512021	356.875462	169.939044	357.730077	173.890848	192.987240	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	994.321470	-420.000000	0.000000	31.000000	1040.917410	0.000000	0.000000	0.000000	0	0.992208	433.800515	224.510356	-356.081221	-253.994368	225.660520	-357.731975	-246.104807	46.430954	0.000000	-420.000000	0	8.142054	0.062853	0.088727	225.085438	-356.906598	-250.049588	178.654484	356.906598	169.950412	357.731975	173.895193	193.005632	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1041.135980	-420.000000	0.000000	32.000000	1087.695563	0.000000	0.000000	0.000000	0	0.923643	433.796250	224.366431	-356.031285	-253.986477	225.889596	-357.691187	-246.033493	46.430954	0.000000	-420.000000	0	8.265909	0.123856	0.004265	225.128014	-356.861236	-250.009985	178.697060	356.861236	169.990015	357.691187	173.966507	193.013523	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1087.903439	-420.000000	0.000000	33.000000	1135.137979	0.000000	0.000000	0.000000	0	0.939147	433.799906	224.390195	-356.053738	-254.012685	225.890658	-357.683187	-246.045066	46.430954	0.000000	-420.000000	0	8.269792	0.003882	0.003656	225.140426	-356.868463	-250.028875	178.709472	356.868463	169.971125	357.683187	173.954934	192.987315	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1135.351416	-420.000000	0.000000	34.000000	1181.838285	0.000000	0.000000	0.000000	0	0.952687	433.795088	224.368281	-356.061452	-254.040494	225.926145	-357.675368	-246.055905	46.430954	0.000000	-420.000000	0	8.293692	0.023901	0.004818	225.147213	-356.868410	-250.048200	178.716259	356.868410	169.951800	357.675368	173.944095	192.959506	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1182.047017	-420.000000	0.000000	35.000000	1229.136556	0.000000	0.000000	0.000000	0	0.940866	433.816913	224.448437	-356.071480	-254.013864	225.908444	-357.677646	-246.062636	46.430954	0.000000	-420.000000	0	8.242173	0.051519	0.021826	225.178441	-356.874563	-250.038250	178.747487	356.874563	169.961750	357.677646	173.937364	192.986136	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1229.344860	-420.000000	0.000000	36.000000	1275.563971	0.000000	0.000000	0.000000	0	1.017068	433.785580	224.429306	-356.091033	-254.051929	225.715347	-357.724119	-246.100040	46.430954	0.000000	-420.000000	0	8.219088	0.023084	0.031333	225.072326	-356.907576	-250.075984	178.641372	356.907576	169.924016	357.724119	173.899960	192.948071	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1275.772275	-420.000000	0.000000	37.000000	1323.164647	0.000000	0.000000	0.000000	0	0.977354	433.760558	224.278294	-356.032819	-254.036387	225.820178	-357.710555	-246.044034	46.430954	0.000000	-420.000000	0	8.310832	0.091743	0.025022	225.049236	-356.871687	-250.040210	178.618282	356.871687	169.959790	357.710555	173.955966	192.963613	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1323.372096	-420.000000	0.000000	38.000000	1369.873508	0.000000	0.000000	0.000000	0	0.965197	433.736880	224.270213	-355.988932	-253.970712	225.768115	-357.712299	-246.078878	46.430954	0.000000	-420.000000	0	8.215519	0.095313	0.023679	225.019164	-356.850615	-250.024795	178.588210	356.850615	169.975205	357.712299	173.921122	193.029288	0	0	1	0	0
nt	2	63.500000	32	3	42	8.000000	35.000000	0.207144	1370.080101	-420.000000	0.000000	39.000000	1417.541765	0.000000	0.000000	0.000000	0	0.972165	433.803370	224.447708	-356.086604	-254.036609	225.792358	-357.696825	-246.058224	46.430954	0.000000	-420.000000	0	8.249577	0.034058	0.066490	225.120033	-356.891715	-250.047417	178.689079	356.891715	169.952583	357.696825	173.941776	192.963391	0	0	1	0	0
