subjName	sessionNR	IOD	trialN	textureType	texnum	visualAngle	simulatedDepth	light_intensity	time	displayDistance	isRotated	frameN	timTote	startTime	touchTime	endTime	fingersOccluded	distanceToHome	distanceToObject	indexXraw	indexYraw	indexZraw	thumbXraw	thumbYraw	thumbZraw	targetX	targetY	targetZ	failCause	gripAperture	gripApertureVel	distFromObjVel	gripOriginX	gripOriginY	gripOriginZ	distFromObjX	distFromObjY	distFromObjZ	y_dist_thm	z_dist_thm	z_dist_ind	handOnObj	handnearObj	handfarObj	handTouchObj	framesOccluded
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1046.858994	-420.000000	0.000000	30.000000	1094.046483	0.000000	0.000000	0.000000	0	1.722199	437.492173	226.153311	-357.652810	-251.548610	228.848740	-359.651044	-241.577353	46.703354	0.000000	-420.000000	0	10.520658	0.039418	0.004333	227.501025	-358.651927	-246.562982	180.797671	358.651927	173.437018	359.651044	178.422647	195.451390	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1094.360008	-420.000000	0.000000	31.000000	1140.663810	0.000000	0.000000	0.000000	0	1.825531	437.531116	226.214229	-357.640284	-251.516585	229.002748	-359.601885	-241.509484	46.703354	0.000000	-420.000000	0	10.571934	0.051276	0.038942	227.608488	-358.621085	-246.513034	180.905134	358.621085	173.486966	359.601885	178.490516	195.483415	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1140.886657	-420.000000	0.000000	32.000000	1187.930857	0.000000	0.000000	0.000000	0	1.811385	437.513745	226.125740	-357.622444	-251.499684	229.038735	-359.595479	-241.509141	46.703354	0.000000	-420.000000	0	10.591948	0.020015	0.017371	227.582237	-358.608962	-246.504412	180.878884	358.608962	173.495588	359.595479	178.490859	195.500316	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1188.144721	-420.000000	0.000000	33.000000	1234.969497	0.000000	0.000000	0.000000	0	1.751223	437.497814	226.143459	-357.647659	-251.538111	228.907851	-359.624172	-241.544532	46.703354	0.000000	-420.000000	0	10.555571	0.036377	0.015930	227.525655	-358.635916	-246.541321	180.822301	358.635916	173.458679	359.624172	178.455468	195.461889	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1235.183361	-420.000000	0.000000	34.000000	1281.792989	0.000000	0.000000	0.000000	0	1.794353	437.524928	226.231327	-357.659602	-251.533155	228.944187	-359.615689	-241.549363	46.703354	0.000000	-420.000000	0	10.529103	0.026468	0.027114	227.587757	-358.637645	-246.541259	180.884403	358.637645	173.458741	359.615689	178.450637	195.466845	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1282.005998	-420.000000	0.000000	35.000000	1329.146009	0.000000	0.000000	0.000000	0	1.811896	437.518844	226.115081	-357.640144	-251.526325	229.054301	-359.590841	-241.488896	46.703354	0.000000	-420.000000	0	10.639277	0.110174	0.006085	227.584691	-358.615492	-246.507610	180.881337	358.615492	173.492390	359.590841	178.511104	195.473675	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1329.358163	-420.000000	0.000000	36.000000	1376.568750	0.000000	0.000000	0.000000	0	1.819378	437.516978	226.053583	-357.643542	-251.542098	229.141085	-359.569883	-241.472602	46.703354	0.000000	-420.000000	0	10.706924	0.067647	0.001866	227.597334	-358.606712	-246.507350	180.893980	358.606712	173.492650	359.569883	178.527398	195.457902	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1376.782186	-420.000000	0.000000	37.000000	1423.657434	0.000000	0.000000	0.000000	0	1.853321	437.547492	226.221609	-357.646205	-251.522390	229.059481	-359.596168	-241.488356	46.703354	0.000000	-420.000000	0	10.608379	0.098545	0.030515	227.640545	-358.621186	-246.505373	180.937191	358.621186	173.494627	359.596168	178.511644	195.477610	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1423.870015	-420.000000	0.000000	38.000000	1470.135748	0.000000	0.000000	0.000000	0	1.709689	437.486232	226.115180	-357.655362	-251.552058	228.849184	-359.653408	-241.574763	46.703354	0.000000	-420.000000	0	10.536288	0.072091	0.061260	227.482182	-358.654385	-246.563410	180.778828	358.654385	173.436590	359.653408	178.425237	195.447942	0	0	1	0	0
nt	1	63.500000	17	3	30	8.000000	35.000000	0.281216	1470.386398	-420.000000	0.000000	39.000000	1517.019978	0.000000	0.000000	0.000000	0	1.788050	437.517862	226.130383	-357.661863	-251.556781	229.021252	-359.604302	-241.517614	46.703354	0.000000	-420.000000	0	10.626150	0.089862	0.031630	227.575817	-358.633083	-246.537198	180.872464	358.633083	173.462802	359.604302	178.482386	195.443219	0	0	1	0	0
