subjName	sessionNR	IOD	trialN	textureType	texnum	visualAngle	simulatedDepth	light_intensity	ambient_intensity	time	displayDistance	isRotated	frameN	timTote	startTime	touchTime	endTime	fingersOccluded	distanceToHome	distanceToObject	indexXraw	indexYraw	indexZraw	thumbXraw	thumbYraw	thumbZraw	targetX	targetY	targetZ	failCause	gripAperture	gripApertureVel	distFromObjVel	gripOriginX	gripOriginY	gripOriginZ	distFromObjX	distFromObjY	distFromObjZ	y_dist_thm	z_dist_thm	z_dist_ind	handOnObj	handnearObj	handfarObj	handTouchObj	framesOccluded
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	918.977783	-420.000000	0.000000	30.000000	966.002962	0.000000	0.000000	0.000000	0	3.032177	434.103781	223.717788	-357.864455	-253.095817	228.937631	-353.196983	-246.875827	44.286011	0.000000	-420.000000	0	9.365913	0.021845	0.094038	226.327710	-355.530719	-249.985822	182.041699	355.530719	170.014178	353.196983	173.124173	183.904183	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	966.189451	-420.000000	0.000000	31.000000	1012.918643	0.000000	0.000000	0.000000	0	2.954302	434.065048	223.521953	-357.884373	-253.171629	228.949556	-353.208677	-246.867048	44.286011	0.000000	-420.000000	0	9.542995	0.177082	0.038733	226.235755	-355.546525	-250.019338	181.949744	355.546525	169.980662	353.208677	173.132952	183.828371	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1013.019587	-420.000000	0.000000	32.000000	1059.937406	0.000000	0.000000	0.000000	0	3.000377	434.145966	223.821986	-357.946013	-253.146589	228.892904	-353.229599	-246.912094	44.286011	0.000000	-420.000000	0	9.318139	0.224857	0.080918	226.357445	-355.587806	-250.029341	182.071434	355.587806	169.970659	353.229599	173.087906	183.853411	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1060.034500	-420.000000	0.000000	33.000000	1107.522908	0.000000	0.000000	0.000000	0	2.921564	434.036441	223.482055	-357.862221	-253.150808	228.934654	-353.212867	-246.937745	44.286011	0.000000	-420.000000	0	9.484170	0.166031	0.109525	226.208355	-355.537544	-250.044276	181.922344	355.537544	169.955724	353.212867	173.062255	183.849192	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1107.618719	-420.000000	0.000000	34.000000	1154.510875	0.000000	0.000000	0.000000	0	2.901300	434.050124	223.566317	-357.897670	-253.164289	228.867272	-353.224401	-246.970738	44.286011	0.000000	-420.000000	0	9.396789	0.087381	0.013682	226.216794	-355.561035	-250.067514	181.930784	355.561035	169.932486	353.224401	173.029262	183.835711	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1154.607969	-420.000000	0.000000	35.000000	1201.589947	0.000000	0.000000	0.000000	0	2.845608	433.973311	223.377385	-357.848600	-253.143902	228.799516	-353.216939	-246.990494	44.286011	0.000000	-420.000000	0	9.418928	0.022139	0.076813	226.088451	-355.532769	-250.067198	181.802440	355.532769	169.932802	353.216939	173.009506	183.856098	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1201.691319	-420.000000	0.000000	36.000000	1248.503490	0.000000	0.000000	0.000000	0	2.897247	434.029289	223.386019	-357.888387	-253.168170	228.892741	-353.225117	-246.889649	44.286011	0.000000	-420.000000	0	9.565036	0.146107	0.055978	226.139380	-355.556752	-250.028910	181.853369	355.556752	169.971090	353.225117	173.110351	183.831830	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1248.609566	-420.000000	0.000000	37.000000	1295.739110	0.000000	0.000000	0.000000	0	2.936828	434.061598	223.279285	-357.895439	-253.189308	229.005564	-353.247979	-246.772606	44.286011	0.000000	-420.000000	0	9.775644	0.210609	0.032309	226.142424	-355.571709	-249.980957	181.856414	355.571709	170.019043	353.247979	173.227394	183.810692	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1295.836204	-420.000000	0.000000	38.000000	1342.923832	0.000000	0.000000	0.000000	0	2.914631	433.946818	223.724198	-357.722340	-253.389669	229.164122	-353.086108	-247.104297	44.286011	0.000000	-420.000000	0	9.518052	0.257592	0.114780	226.444160	-355.404224	-250.246983	182.158149	355.404224	169.753017	353.086108	172.895703	183.610331	0	0	1	0	0
lg	4	60.500000	69	1	38	8.000000	25.000000	0.755440	1.760649	1343.103049	-420.000000	0.000000	39.000000	1390.674864	1379.069343	0.000000	0.000000	0	11.417032	424.776685	226.002585	-348.680664	-257.903213	229.773590	-341.921671	-250.478856	44.286011	0.000000	-420.000000	0	10.724996	1.206944	9.170133	227.888088	-345.301168	-254.191034	183.602077	345.301168	165.808966	341.921671	169.521144	179.096787	0	0	1	0	0
