subjName	sessionNR	IOD	trialN	textureType	texnum	visualAngle	simulatedDepth	light_intensity	ambient_intensity	time	displayDistance	isRotated	frameN	timTote	startTime	touchTime	endTime	fingersOccluded	distanceToHome	distanceToObject	indexXraw	indexYraw	indexZraw	thumbXraw	thumbYraw	thumbZraw	targetX	targetY	targetZ	failCause	gripAperture	gripApertureVel	distFromObjVel	gripOriginX	gripOriginY	gripOriginZ	distFromObjX	distFromObjY	distFromObjZ	y_dist_thm	z_dist_thm	z_dist_ind	handOnObj	handnearObj	handfarObj	handTouchObj	framesOccluded
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	917.662950	-420.000000	0.000000	30.000000	965.331859	0.000000	0.000000	0.000000	0	3.813828	426.288922	209.979647	-353.327015	-249.085807	211.605295	-353.715989	-249.070890	44.869049	0.000000	-420.000000	0	1.671602	0.237573	0.073357	210.792471	-353.521502	-249.078348	165.923422	353.521502	170.921652	353.715989	170.929110	217.914193	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	965.522625	-420.000000	0.000000	31.000000	1012.271064	0.000000	0.000000	0.000000	0	3.895687	426.206068	209.958329	-353.314609	-249.061024	211.465567	-353.599706	-249.086473	44.869049	0.000000	-420.000000	0	1.534175	0.137427	0.082854	210.711948	-353.457158	-249.073748	165.842899	353.457158	170.926252	353.599706	170.913527	217.938976	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1012.374147	-420.000000	0.000000	32.000000	1058.837720	0.000000	0.000000	0.000000	0	3.857858	426.236901	209.994248	-353.292581	-249.042411	211.525349	-353.646095	-249.094561	44.869049	0.000000	-420.000000	0	1.572247	0.038072	0.030833	210.759798	-353.469338	-249.068486	165.890749	353.469338	170.931514	353.646095	170.905439	217.957589	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1058.937808	-420.000000	0.000000	33.000000	1106.279505	0.000000	0.000000	0.000000	0	3.895645	426.205052	210.021619	-353.306755	-249.067071	211.398731	-353.608971	-249.084973	44.869049	0.000000	-420.000000	0	1.409997	0.162251	0.031849	210.710175	-353.457863	-249.076022	165.841126	353.457863	170.923978	353.608971	170.915027	217.932929	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1106.380449	-420.000000	0.000000	34.000000	1152.804671	0.000000	0.000000	0.000000	0	3.994108	426.188212	209.893919	-353.298907	-249.038014	211.345138	-353.615389	-249.019212	44.869049	0.000000	-420.000000	0	1.485447	0.075450	0.016840	210.619528	-353.457148	-249.028613	165.750479	353.457148	170.971387	353.615389	170.980788	217.961986	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1152.902193	-420.000000	0.000000	35.000000	1199.900853	0.000000	0.000000	0.000000	0	3.961215	426.173562	209.915475	-353.283278	-249.031965	211.378919	-353.596260	-249.080097	44.869049	0.000000	-420.000000	0	1.497311	0.011865	0.014650	210.647197	-353.439769	-249.056031	165.778148	353.439769	170.943969	353.596260	170.919903	217.968035	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1199.997091	-420.000000	0.000000	36.000000	1247.625793	0.000000	0.000000	0.000000	0	3.930155	426.194654	210.035944	-353.299900	-249.071679	211.329762	-353.597921	-249.042183	44.869049	0.000000	-420.000000	0	1.328026	0.169285	0.021092	210.682853	-353.448911	-249.056931	165.813804	353.448911	170.943069	353.597921	170.957817	217.928321	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1247.722888	-420.000000	0.000000	37.000000	1294.557300	0.000000	0.000000	0.000000	0	3.958146	426.193952	209.913391	-353.297250	-249.028156	211.387211	-353.621186	-249.068683	44.869049	0.000000	-420.000000	0	1.509543	0.181517	0.000702	210.650301	-353.459218	-249.048419	165.781252	353.459218	170.951581	353.621186	170.931317	217.971844	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1294.657816	-420.000000	0.000000	38.000000	1341.545267	0.000000	0.000000	0.000000	0	3.936279	426.179360	209.929660	-353.281736	-249.064742	211.373360	-353.636918	-249.107658	44.869049	0.000000	-420.000000	0	1.487368	0.022175	0.014592	210.651510	-353.459327	-249.086200	165.782461	353.459327	170.913800	353.636918	170.892342	217.935258	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1341.733895	-420.000000	0.000000	39.000000	1388.874560	0.000000	0.000000	0.000000	0	3.974006	426.056586	209.925583	-353.260880	-249.038252	211.280306	-353.456027	-249.234995	44.869049	0.000000	-420.000000	0	1.382775	0.104594	0.122775	210.602945	-353.358453	-249.136624	165.733896	353.358453	170.863376	353.456027	170.765005	217.961748	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1388.974648	-420.000000	0.000000	40.000000	1435.466451	0.000000	0.000000	0.000000	0	3.923316	426.115591	209.949438	-353.276613	-249.035698	211.370014	-353.519632	-249.217523	44.869049	0.000000	-420.000000	0	1.452637	0.069862	0.059005	210.659726	-353.398123	-249.126611	165.790677	353.398123	170.873389	353.519632	170.782477	217.964302	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1435.563118	-420.000000	0.000000	41.000000	1482.790184	0.000000	0.000000	0.000000	0	3.845767	426.165009	209.973640	-353.267202	-249.032063	211.515639	-353.575397	-249.235363	44.869049	0.000000	-420.000000	0	1.585584	0.132947	0.049418	210.744640	-353.421300	-249.133713	165.875590	353.421300	170.866287	353.575397	170.764637	217.967937	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1482.885995	-420.000000	0.000000	42.000000	1529.879522	0.000000	0.000000	0.000000	0	3.898609	426.099360	209.972484	-353.256045	-249.040798	211.416450	-353.478038	-249.232236	44.869049	0.000000	-420.000000	0	1.473421	0.112163	0.065649	210.694467	-353.367041	-249.136517	165.825418	353.367041	170.863483	353.478038	170.767764	217.959202	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1529.980466	-420.000000	0.000000	43.000000	1577.031736	0.000000	0.000000	0.000000	0	3.918946	426.103189	209.915132	-353.241574	-249.043009	211.432479	-353.509948	-249.206893	44.869049	0.000000	-420.000000	0	1.549589	0.076169	0.003829	210.673806	-353.375761	-249.124951	165.804756	353.375761	170.875049	353.509948	170.793107	217.956991	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1577.127975	-420.000000	0.000000	44.000000	1624.239982	0.000000	0.000000	0.000000	0	3.825693	426.187284	209.890722	-353.244841	-249.024519	211.654795	-353.616888	-249.225958	44.869049	0.000000	-420.000000	0	1.814097	0.264508	0.084095	210.772758	-353.430864	-249.125238	165.903709	353.430864	170.874762	353.616888	170.774042	217.975481	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1633.413019	-420.000000	0.000000	45.000000	1682.942540	0.000000	0.000000	0.000000	0	3.884501	426.130521	209.837998	-353.257058	-249.017846	211.550974	-353.557925	-249.267122	44.869049	0.000000	-420.000000	0	1.756970	0.057127	0.056763	210.694486	-353.407491	-249.142484	165.825437	353.407491	170.857516	353.557925	170.732878	217.982154	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1683.038779	-420.000000	0.000000	46.000000	1729.824859	0.000000	0.000000	0.000000	0	3.887727	426.153294	209.910688	-353.285567	-249.042147	211.479236	-353.568427	-249.210845	44.869049	0.000000	-420.000000	0	1.602752	0.154218	0.022773	210.694962	-353.426997	-249.126496	165.825913	353.426997	170.873504	353.568427	170.789155	217.957853	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1729.921097	-420.000000	0.000000	47.000000	1776.843194	0.000000	0.000000	0.000000	0	3.914961	426.134371	209.802303	-353.274628	-248.998231	211.531808	-353.556377	-249.247440	44.869049	0.000000	-420.000000	0	1.769936	0.167184	0.018923	210.667056	-353.415503	-249.122835	165.798007	353.415503	170.877165	353.556377	170.752560	218.001769	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1776.943710	-420.000000	0.000000	48.000000	1824.228947	0.000000	0.000000	0.000000	0	3.891741	426.115193	209.915277	-353.259038	-249.027835	211.469347	-353.519774	-249.254553	44.869049	0.000000	-420.000000	0	1.592017	0.177919	0.019178	210.692312	-353.389406	-249.141194	165.823263	353.389406	170.858806	353.519774	170.745447	217.972165	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1824.469330	-420.000000	0.000000	49.000000	1871.233167	0.000000	0.000000	0.000000	0	3.834080	426.192437	209.924548	-353.244350	-249.007715	211.623445	-353.613301	-249.211027	44.869049	0.000000	-420.000000	0	1.750346	0.158329	0.077243	210.773996	-353.428826	-249.109371	165.904947	353.428826	170.890629	353.613301	170.788973	217.992285	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1871.334111	-420.000000	0.000000	50.000000	1918.419172	0.000000	0.000000	0.000000	0	3.769714	426.211540	209.980084	-353.245894	-249.021900	211.687070	-353.628394	-249.251675	44.869049	0.000000	-420.000000	0	1.764342	0.013996	0.019103	210.833577	-353.437144	-249.136787	165.964527	353.437144	170.863213	353.628394	170.748325	217.978100	0	0	1	0	0
baf	5	61.000000	23	1	10	8.000000	55.000000	0.713944	1.793454	1918.516266	-420.000000	0.000000	51.000000	1965.212523	0.000000	0.000000	0.000000	0	3.727276	426.229484	209.998401	-353.255658	-249.036101	211.742902	-353.644261	-249.273003	44.869049	0.000000	-420.000000	0	1.802892	0.038549	0.017945	210.870652	-353.449960	-249.154552	166.001603	353.449960	170.845448	353.644261	170.726997	217.963899	0	0	1	0	0
